name,details,ratings,reviews_count,positive_feedbacks,negetive_feedbacks
MCM Telecom Equipment,Electronics Manufacturing | Noida +6 other locations,3.8,372,Skill Development / Learning,Promotions / Appraisal | Salary & Benefits
SPRINKLR,Software Product | Bangalore / Bengaluru +8 other locations,2.8,372,,Promotions / Appraisal | Company Culture | Work Satisfaction
Ashiana Housing,Real Estate | Jaipur +19 other locations,4.1,372,Company Culture | Skill Development / Learning | Job Security,
Publicis,Marketing & Advertising | Gurgaon / Gurugram +16 other locations,3.6,371,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
SRM University,Education & Training | Chennai +26 other locations,3.5,371,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Flyjac Logistics,Logistics | Chennai +52 other locations,4.0,372,Job Security | Company Culture | Work Life Balance,Promotions / Appraisal
Descon Engineering,Engineering & Construction | Mumbai +27 other locations,4.0,371,Salary & Benefits | Work Life Balance | Skill Development / Learning,
Piramal Swasthya,Hyderabad / Secunderabad +61 other locations,4.1,371,Work Life Balance | Company Culture | Work Satisfaction,Promotions / Appraisal | Job Security
Nidec Corporation,Industrial Machinery | Neemrana +24 other locations,3.7,371,Work Life Balance,Promotions / Appraisal
Rama Medical College Hospital & Research Centre,Healthcare | Kanpur +18 other locations,4.0,371,Company Culture | Work Life Balance | Work Satisfaction,
Karvy Innotech,IT Services & Consulting | New Delhi +41 other locations,3.0,373,,Promotions / Appraisal | Salary & Benefits | Job Security
Kuehne + Nagel,Logistics | Gurgaon / Gurugram +33 other locations,3.7,370,,Promotions / Appraisal
Jeeves Consumer Services,Consumer Electronics & Appliances | Bangalore / Bengaluru +57 other locations,3.6,370,,Promotions / Appraisal | Job Security | Salary & Benefits
Copeland,Electronics Manufacturing | Pune +26 other locations,3.9,370,Work Life Balance | Company Culture | Job Security,Promotions / Appraisal | Skill Development / Learning
Nissan,Automobile | Chennai +72 other locations,3.6,370,,Promotions / Appraisal | Job Security | Company Culture
Haldia Petrochemicals,Petrochemicals | Haldia +15 other locations,3.8,371,Job Security | Work Life Balance,Promotions / Appraisal | Skill Development / Learning
Gold Plus Glass,Other | Roorkee +36 other locations,3.4,370,,Company Culture | Promotions / Appraisal | Work Life Balance
Bses Yamuna Power,Power | New Delhi +6 other locations,3.7,370,Work Life Balance | Job Security,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
Axis Finance,NBFC | Mumbai +76 other locations,3.6,370,Salary & Benefits,Work Satisfaction | Promotions / Appraisal
Kailash Hospital,Healthcare | Noida +25 other locations,3.7,371,,Promotions / Appraisal | Salary & Benefits
HBL Global,NBFC | New Delhi +78 other locations,4.2,370,Job Security | Company Culture | Work Life Balance,
KaaShiv InfoTech Company,EdTech | Chennai +4 other locations,4.9,369,Company Culture | Work Satisfaction | Skill Development / Learning,
Srei Equipment Finance,Financial Services | Kolkata +78 other locations,4.3,370,Work Life Balance | Company Culture | Work Satisfaction,Promotions / Appraisal
ClearTax,IT Services & Consulting | Bangalore / Bengaluru +10 other locations,3.1,369,,Job Security | Promotions / Appraisal | Work Satisfaction
RDC Concrete (India),Real Estate | Mumbai +48 other locations,4.1,369,Skill Development / Learning | Company Culture | Job Security,
Owens Corning,Building Material | Mumbai +12 other locations,3.5,369,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
MRF Vapocure Paints,Chemicals | Chennai +92 other locations,4.1,369,Work Life Balance | Salary & Benefits | Work Satisfaction,Promotions / Appraisal
Intercontinental Exchange,FinTech | Hyderabad / Secunderabad +7 other locations,3.1,369,,Promotions / Appraisal | Company Culture | Skill Development / Learning
Udaan India - The Original Visa Company,Bangalore / Bengaluru +80 other locations,4.2,369,Skill Development / Learning | Salary & Benefits | Work Satisfaction,Job Security
Watchyourhealth.com,Emerging Technologies | Thane +3 other locations,4.7,369,Company Culture | Work Life Balance | Work Satisfaction,
SAEL Industries Limited,Power | New Delhi +50 other locations,3.8,370,Work Life Balance | Salary & Benefits,Promotions / Appraisal
State Street Bank,Banking | Bangalore / Bengaluru +17 other locations,3.6,368,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
eNoah iSolution,IT Services & Consulting | Chennai +7 other locations,3.8,368,Job Security,Promotions / Appraisal
Innovatiview India Ltd,Emerging Technologies | Noida +13 other locations,4.0,368,Company Culture | Salary & Benefits | Work Life Balance,
Dynacons Systems & Solutions,IT Services & Consulting | Mumbai +70 other locations,3.7,370,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Mettler-Toledo,Electrical Equipment | Mumbai +22 other locations,3.7,368,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
V-bazaar Retail,Retail | Gurgaon / Gurugram +74 other locations,3.8,368,,Promotions / Appraisal | Salary & Benefits
World Vision,Non-Profit | Chennai +98 other locations,4.3,368,Work Satisfaction | Company Culture | Work Life Balance,
Mindlance,Recruitment | Noida +11 other locations,3.7,368,,Promotions / Appraisal
Astra Microwave Products,Defence & Aerospace | Hyderabad / Secunderabad +14 other locations,3.9,368,Job Security | Work Life Balance,Promotions / Appraisal | Salary & Benefits
Merck,Pharma | Bangalore / Bengaluru +52 other locations,4.2,369,Work Life Balance | Company Culture | Work Satisfaction,
Sumitomo Chemical,Chemicals | Bhavnagar +79 other locations,4.0,368,Work Life Balance | Job Security | Work Satisfaction,Promotions / Appraisal
Sagar Cements,Building Material | Hyderabad / Secunderabad +44 other locations,4.3,368,Work Life Balance | Job Security | Company Culture,
UNIVO Education,EdTech | Noida +9 other locations,3.4,368,,Job Security | Promotions / Appraisal | Company Culture
AQuity Solutions India,IT Services & Consulting | Hyderabad / Secunderabad +19 other locations,3.7,367,,Promotions / Appraisal | Work Satisfaction | Job Security
Christian Medical College,Education & Training | Vellore +30 other locations,4.1,369,Skill Development / Learning | Company Culture | Work Satisfaction,
SirionLabs,Software Product | Gurgaon / Gurugram +6 other locations,3.6,367,Salary & Benefits,Job Security | Work Satisfaction | Promotions / Appraisal
Agilent Technologies,Pharma | Gurgaon / Gurugram +19 other locations,4.0,367,Work Life Balance | Company Culture | Work Satisfaction,Promotions / Appraisal
Indraprastha Gas,Oil & Gas | New Delhi +25 other locations,3.8,368,,Promotions / Appraisal | Job Security
SirionLabs,Software Product | Gurgaon / Gurugram +6 other locations,3.6,367,Salary & Benefits,Job Security | Work Satisfaction | Promotions / Appraisal
V-Xpress,Logistics | Mumbai +61 other locations,3.9,367,Work Life Balance,Promotions / Appraisal
BDO RISE Private Limited,Accounting & Auditing | Bangalore / Bengaluru +8 other locations,3.3,368,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Hathi Cement,Building Material | Porbandar +40 other locations,4.0,366,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal
Healthcare At Home,Healthcare | Mumbai +33 other locations,3.7,367,,Promotions / Appraisal | Job Security
TÜV Rheinland,Law Enforcement & Security | Bangalore / Bengaluru +57 other locations,4.1,367,Work Life Balance | Company Culture | Work Satisfaction,Promotions / Appraisal
KrazyBee,Internet | Bangalore / Bengaluru +18 other locations,3.7,366,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
L&T Valves,Industrial Machinery | Coimbatore +14 other locations,3.7,366,Job Security | Skill Development / Learning,Promotions / Appraisal | Company Culture | Work Life Balance
US Tech Solutions,Recruitment | Noida +14 other locations,3.7,366,Work Life Balance,Promotions / Appraisal | Skill Development / Learning | Job Security
Air Liquide,Chemicals | New Delhi +36 other locations,3.8,367,,Promotions / Appraisal | Work Satisfaction
G. D. Foods MFG (TOPS),Food Processing | New Delhi +50 other locations,3.9,367,,Promotions / Appraisal
AppInventiv Technologies,Software Product | Noida +11 other locations,3.7,366,Company Culture,Promotions / Appraisal
Mahindra Last Mile Mobility,Automobile | Bangalore / Bengaluru +29 other locations,3.6,366,,Promotions / Appraisal | Work Satisfaction | Company Culture
Universal Corporation,Pharma | Kolkata +58 other locations,3.7,365,,Promotions / Appraisal | Company Culture | Work Satisfaction
Starbucks,Hospitality | Mumbai +57 other locations,4.0,365,Job Security | Company Culture | Skill Development / Learning,Promotions / Appraisal | Salary & Benefits
Rosmerta Technologies,Automobile | Gurgaon / Gurugram +56 other locations,3.4,365,,Promotions / Appraisal | Company Culture | Job Security
SKH Y-TEC,Auto Components | Ahmedabad +22 other locations,3.8,365,Job Security,Promotions / Appraisal
IDS Infotech,IT Services & Consulting | Chandigarh +20 other locations,2.8,365,,Promotions / Appraisal | Salary & Benefits | Job Security
Konecranes,Industrial Machinery | Pune +14 other locations,4.0,365,Work Life Balance | Company Culture | Job Security,Promotions / Appraisal | Salary & Benefits
Lido Learning,EdTech | Mumbai +18 other locations,2.1,365,,Job Security | Company Culture | Work Satisfaction
Labournet Services,Non-Profit | Bangalore / Bengaluru +56 other locations,3.8,365,,Promotions / Appraisal | Job Security
Hexagon Capability Center,IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,4.0,365,Work Life Balance | Job Security | Company Culture,Promotions / Appraisal
Motilal Oswal Private Wealth Management,Mumbai +25 other locations,4.4,366,Company Culture | Skill Development / Learning | Work Life Balance,
Enphase Energy,Power | Bangalore / Bengaluru +11 other locations,2.7,365,,Company Culture | Work Life Balance | Job Security
BCH Electric,Electrical Equipment | Faridabad +35 other locations,3.9,364,Salary & Benefits | Company Culture | Work Life Balance,
Diverse Lynx,IT Services & Consulting | Noida +19 other locations,3.5,365,,Promotions / Appraisal | Company Culture | Job Security
S2 Infotech,Recruitment | Mumbai +68 other locations,3.6,364,,Promotions / Appraisal | Job Security | Company Culture
Icertis,Software Product | Pune +11 other locations,3.3,364,,Promotions / Appraisal | Work Satisfaction | Job Security
Toshiba JSW Power Systems,Industrial Machinery | Chennai +14 other locations,4.2,365,Work Life Balance | Salary & Benefits | Company Culture,Job Security
Methodex,Law Enforcement & Security | New Delhi +47 other locations,3.7,364,,Promotions / Appraisal | Skill Development / Learning
Jamna Auto Industries,Auto Components | Gwalior +38 other locations,3.8,364,Job Security,Promotions / Appraisal | Salary & Benefits
GMR Hyderabad International Airport,Aviation | Hyderabad / Secunderabad +14 other locations,4.0,363,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal | Salary & Benefits
Foundit,Hyderabad / Secunderabad +15 other locations,3.2,363,,Promotions / Appraisal | Job Security | Work Satisfaction
Park Hospital,Healthcare | Gurgaon / Gurugram +22 other locations,3.6,365,,Work Satisfaction | Job Security | Promotions / Appraisal
Stanley Black & Decker,Pune +26 other locations,3.8,363,Work Life Balance,Promotions / Appraisal | Job Security
Azentio,Software Product | Chennai +15 other locations,3.2,363,,Promotions / Appraisal | Job Security | Work Satisfaction
Examity,EdTech | Hyderabad / Secunderabad +6 other locations,3.4,363,,Promotions / Appraisal | Work Life Balance | Skill Development / Learning
Cedcoss Technologies,IT Services & Consulting | Lucknow +3 other locations,3.0,362,,Job Security | Company Culture | Work Life Balance
Arjas Steel,Iron & Steel | Anantapur +20 other locations,3.9,362,Job Security | Work Life Balance,Promotions / Appraisal | Salary & Benefits
Bosch Rexroth India,Industrial Machinery | Ahmedabad +19 other locations,3.9,363,Work Life Balance | Company Culture | Skill Development / Learning,Promotions / Appraisal | Salary & Benefits
VIT University,Education & Training | Vellore +15 other locations,3.9,362,Job Security | Skill Development / Learning | Work Life Balance,
Mahendra’s Institute,Education & Training | Lucknow +91 other locations,3.3,362,,Salary & Benefits | Promotions / Appraisal | Job Security
ITSource Technologies,IT Services & Consulting | Mumbai +28 other locations,2.8,362,,Promotions / Appraisal | Salary & Benefits | Company Culture
KLAY Schools,Education & Training | Bangalore / Bengaluru +18 other locations,3.6,363,,Promotions / Appraisal | Work Satisfaction | Company Culture
Teachnook,EdTech | Bangalore / Bengaluru +17 other locations,3.0,362,,Salary & Benefits | Work Life Balance | Work Satisfaction
D.p. Jain & Co. Infrastructure Pvt .,Engineering & Construction | Nagpur +39 other locations,3.2,361,,Promotions / Appraisal | Salary & Benefits | Company Culture
Grand Hyatt,Hospitality | Mumbai +28 other locations,4.3,362,Company Culture | Job Security | Skill Development / Learning,
Hilex,Automobile | Chennai +16 other locations,3.7,361,Work Life Balance,Promotions / Appraisal
Rail Vikas Nigam,FMCG | New Delhi +75 other locations,3.4,362,,Job Security | Promotions / Appraisal | Company Culture
Mobileum,Software Product | Bangalore / Bengaluru +10 other locations,3.3,360,,Promotions / Appraisal | Skill Development / Learning | Work Satisfaction
Cooper Corporation,Auto Components | Satara +13 other locations,4.0,360,Skill Development / Learning | Work Life Balance | Salary & Benefits,Promotions / Appraisal
Hyundai Engineering and Construction,Engineering & Construction | Chennai +32 other locations,4.4,360,Work Satisfaction | Salary & Benefits | Work Life Balance,
